id,russian,lincos,category,subcategory,difficulty,concepts
logic_28,"если c равно x, то x равно c",c = x . → . x = c,logic,implication,2,"['logic', 'implication']"
logic_1249,"если x равно z, то z равно x",x = z . → . z = x,logic,implication,2,"['logic', 'implication']"
math_441,десять плюс восемь равно восемнадцать,1010 + 1000 = 10010,math,addition,1,"['arithmetic', 'addition']"
logic_280,a равно c,a = c,logic,equality,1,"['logic', 'equality']"
comp_64,двадцать больше семь,10100 > 111,comparison,больше,1,"['comparison', 'inequality']"
logic_1366,"если y равно c, то c равно y",y = c . → . c = y,logic,implication,2,"['logic', 'implication']"
logic_749,"для всех z, если z принадлежит Int, то z принадлежит Com",∧ z . z ∈ Int . → . z ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
logic_684,"существует b такой, что b принадлежит Pri",∨ b . b ∈ Pri,logic,quantifier,3,"['logic', 'quantifier']"
comp_438,пять меньше или равно семнадцать,101 ≤ 10001,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_1156,a равно x,a = x,logic,equality,1,"['logic', 'equality']"
math_1124,четыре плюс пять равно девять,100 + 101 = 1001,math,addition,1,"['arithmetic', 'addition']"
math_677,пять умножить на два равно десять,101 * 10 = 1010,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_587,"если c равно a, то a равно c",c = a . → . a = c,logic,implication,2,"['logic', 'implication']"
logic_1385,y равно x,y = x,logic,equality,1,"['logic', 'equality']"
logic_112,"для всех c, если c принадлежит Rea, то c принадлежит Com",∧ c . c ∈ Rea . → . c ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
logic_365,"существует c такой, что c принадлежит Int",∨ c . c ∈ Int,logic,quantifier,3,"['logic', 'quantifier']"
logic_86,"если z равно a, то a равно z",z = a . → . a = z,logic,implication,2,"['logic', 'implication']"
logic_79,c равно a,c = a,logic,equality,1,"['logic', 'equality']"
logic_586,"для всех c, если c принадлежит Com, то c принадлежит Pri",∧ c . c ∈ Com . → . c ∈ Pri,logic,quantifier,3,"['logic', 'quantifier']"
logic_1167,"если z равно x, то x равно z",z = x . → . x = z,logic,implication,2,"['logic', 'implication']"
comp_210,восемь меньше или равно двадцать,1000 ≤ 10100,comparison,меньше или равно,1,"['comparison', 'inequality']"
comp_351,один меньше или равно девятнадцать,1 ≤ 10011,comparison,меньше или равно,1,"['comparison', 'inequality']"
math_82,шесть умножить на девять равно пятьдесят четыре,110 * 1001 = 110110,math,multiplication,1,"['arithmetic', 'multiplication']"
comp_404,пять больше два,101 > 10,comparison,больше,1,"['comparison', 'inequality']"
comp_413,тринадцать меньше или равно двадцать,1101 ≤ 10100,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_757,y равно x,y = x,logic,equality,1,"['logic', 'equality']"
math_748,двенадцать плюс тринадцать равно двадцать пять,1100 + 1101 = 11001,math,addition,1,"['arithmetic', 'addition']"
comp_209,семь больше пять,111 > 101,comparison,больше,1,"['comparison', 'inequality']"
comp_452,шестнадцать больше один,10000 > 1,comparison,больше,1,"['comparison', 'inequality']"
logic_1247,b равно y,b = y,logic,equality,1,"['logic', 'equality']"
math_320,два делить на один равно два,10 / 1 = 10,math,division,1,"['arithmetic', 'division']"
comp_290,тринадцать больше один,1101 > 1,comparison,больше,1,"['comparison', 'inequality']"
logic_256,x является элементом множества Num,x ∈ Num,logic,membership,2,"['logic', 'membership']"
logic_326,x является элементом множества Rea,x ∈ Rea,logic,membership,2,"['logic', 'membership']"
math_954,тринадцать минус четыре равно девять,1101 - 100 = 1001,math,subtraction,1,"['arithmetic', 'subtraction']"
math_660,девять минус шесть равно три,1001 - 110 = 11,math,subtraction,1,"['arithmetic', 'subtraction']"
comp_65,девятнадцать больше три,10011 > 11,comparison,больше,1,"['comparison', 'inequality']"
math_339,четырнадцать делить на два равно семь,1110 / 10 = 111,math,division,1,"['arithmetic', 'division']"
math_879,три плюс два равно пять,11 + 10 = 101,math,addition,1,"['arithmetic', 'addition']"
comp_11,девять меньше четырнадцать,1001 < 1110,comparison,меньше,1,"['comparison', 'inequality']"
comp_235,два меньше или равно четырнадцать,10 ≤ 1110,comparison,меньше или равно,1,"['comparison', 'inequality']"
comp_352,девятнадцать больше один,10011 > 1,comparison,больше,1,"['comparison', 'inequality']"
math_870,один умножить на пять равно пять,1 * 101 = 101,math,multiplication,1,"['arithmetic', 'multiplication']"
math_1184,один плюс семь равно восемь,1 + 111 = 1000,math,addition,1,"['arithmetic', 'addition']"
logic_355,c является элементом множества Num,c ∈ Num,logic,membership,2,"['logic', 'membership']"
math_383,пятнадцать минус четыре равно одиннадцать,1111 - 100 = 1011,math,subtraction,1,"['arithmetic', 'subtraction']"
math_1131,пятнадцать минус восемь равно семь,1111 - 1000 = 111,math,subtraction,1,"['arithmetic', 'subtraction']"
math_679,шесть умножить на два равно двенадцать,110 * 10 = 1100,math,multiplication,1,"['arithmetic', 'multiplication']"
math_191,девять плюс четыре равно тринадцать,1001 + 100 = 1101,math,addition,1,"['arithmetic', 'addition']"
logic_576,y является элементом множества Num,y ∈ Num,logic,membership,2,"['logic', 'membership']"
logic_1081,z равно b,z = b,logic,equality,1,"['logic', 'equality']"
math_1043,пятнадцать делить на пять равно три,1111 / 101 = 11,math,division,1,"['arithmetic', 'division']"
logic_1122,c является элементом множества Num,c ∈ Num,logic,membership,2,"['logic', 'membership']"
math_888,один умножить на шесть равно шесть,1 * 110 = 110,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_859,z является элементом множества Rea,z ∈ Rea,logic,membership,2,"['logic', 'membership']"
math_454,тринадцать минус одиннадцать равно два,1101 - 1011 = 10,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_402,"если b равно c, то c равно b",b = c . → . c = b,logic,implication,2,"['logic', 'implication']"
logic_689,z равно x,z = x,logic,equality,1,"['logic', 'equality']"
math_130,девять минус два равно семь,1001 - 10 = 111,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_264,x является элементом множества Num,x ∈ Num,logic,membership,2,"['logic', 'membership']"
math_249,десять минус девять равно один,1010 - 1001 = 1,math,subtraction,1,"['arithmetic', 'subtraction']"
math_765,семь плюс четыре равно одиннадцать,111 + 100 = 1011,math,addition,1,"['arithmetic', 'addition']"
logic_1415,y равно b,y = b,logic,equality,1,"['logic', 'equality']"
logic_907,"существует a такой, что a принадлежит Rat",∨ a . a ∈ Rat,logic,quantifier,3,"['logic', 'quantifier']"
logic_189,x равно b,x = b,logic,equality,1,"['logic', 'equality']"
logic_1420,y является элементом множества Pri,y ∈ Pri,logic,membership,2,"['logic', 'membership']"
math_123,десять плюс четыре равно четырнадцать,1010 + 100 = 1110,math,addition,1,"['arithmetic', 'addition']"
logic_762,"для всех z, если z принадлежит Int, то z принадлежит Num",∧ z . z ∈ Int . → . z ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
math_688,пятнадцать умножить на шесть равно девяносто,1111 * 110 = 1011010,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_524,a является элементом множества Rea,a ∈ Rea,logic,membership,2,"['logic', 'membership']"
logic_319,z равно y,z = y,logic,equality,1,"['logic', 'equality']"
logic_702,"существует z такой, что z принадлежит Rea",∨ z . z ∈ Rea,logic,quantifier,3,"['logic', 'quantifier']"
logic_110,"для всех x, если x принадлежит Rea, то x принадлежит Pri",∧ x . x ∈ Rea . → . x ∈ Pri,logic,quantifier,3,"['logic', 'quantifier']"
math_751,девять плюс семь равно шестнадцать,1001 + 111 = 10000,math,addition,1,"['arithmetic', 'addition']"
logic_629,b равно y,b = y,logic,equality,1,"['logic', 'equality']"
logic_1069,"если z равно b, то b равно z",z = b . → . b = z,logic,implication,2,"['logic', 'implication']"
logic_444,a равно c,a = c,logic,equality,1,"['logic', 'equality']"
math_1155,одиннадцать умножить на пять равно пятьдесят пять,1011 * 101 = 110111,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_1396,"если z равно x, то x равно z",z = x . → . x = z,logic,implication,2,"['logic', 'implication']"
comp_154,один меньше двенадцать,1 < 1100,comparison,меньше,1,"['comparison', 'inequality']"
logic_1469,"если b равно x, то x равно b",b = x . → . x = b,logic,implication,2,"['logic', 'implication']"
comp_71,тринадцать меньше шестнадцать,1101 < 10000,comparison,меньше,1,"['comparison', 'inequality']"
logic_1297,a равно c,a = c,logic,equality,1,"['logic', 'equality']"
math_1075,три умножить на два равно шесть,11 * 10 = 110,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_233,"существует b такой, что b принадлежит Num",∨ b . b ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
logic_1198,c равно y,c = y,logic,equality,1,"['logic', 'equality']"
comp_138,пятнадцать больше шесть,1111 > 110,comparison,больше,1,"['comparison', 'inequality']"
logic_982,"существует c такой, что c принадлежит Num",∨ c . c ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
math_1101,тринадцать плюс четырнадцать равно двадцать семь,1101 + 1110 = 11011,math,addition,1,"['arithmetic', 'addition']"
logic_489,y является элементом множества Pri,y ∈ Pri,logic,membership,2,"['logic', 'membership']"
comp_171,девятнадцать больше четырнадцать,10011 > 1110,comparison,больше,1,"['comparison', 'inequality']"
math_328,семь плюс одиннадцать равно восемнадцать,111 + 1011 = 10010,math,addition,1,"['arithmetic', 'addition']"
comp_417,два меньше или равно три,10 ≤ 11,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_1024,"если z равно y, то y равно z",z = y . → . y = z,logic,implication,2,"['logic', 'implication']"
logic_514,x является элементом множества Int,x ∈ Int,logic,membership,2,"['logic', 'membership']"
logic_905,"если b равно a, то a равно b",b = a . → . a = b,logic,implication,2,"['logic', 'implication']"
logic_530,"существует a такой, что a принадлежит Rea",∨ a . a ∈ Rea,logic,quantifier,3,"['logic', 'quantifier']"
math_1218,два умножить на пять равно десять,10 * 101 = 1010,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_465,"если x равно a, то a равно x",x = a . → . a = x,logic,implication,2,"['logic', 'implication']"
math_131,четырнадцать плюс четырнадцать равно двадцать восемь,1110 + 1110 = 11100,math,addition,1,"['arithmetic', 'addition']"
logic_674,x равно b,x = b,logic,equality,1,"['logic', 'equality']"
math_962,три плюс шесть равно девять,11 + 110 = 1001,math,addition,1,"['arithmetic', 'addition']"
math_45,девять умножить на четыре равно тридцать шесть,1001 * 100 = 100100,math,multiplication,1,"['arithmetic', 'multiplication']"
comp_184,двадцать больше или равно девять,10100 ≥ 1001,comparison,больше или равно,1,"['comparison', 'inequality']"
math_146,один плюс три равно четыре,1 + 11 = 100,math,addition,1,"['arithmetic', 'addition']"
comp_366,пять больше или равно четыре,101 ≥ 100,comparison,больше или равно,1,"['comparison', 'inequality']"
math_1189,четырнадцать умножить на шесть равно восемьдесят четыре,1110 * 110 = 1010100,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_1074,"для всех c, если c принадлежит Rat, то c принадлежит Pri",∧ c . c ∈ Rat . → . c ∈ Pri,logic,quantifier,3,"['logic', 'quantifier']"
comp_127,четырнадцать меньше или равно семнадцать,1110 ≤ 10001,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_781,"если x равно c, то c равно x",x = c . → . c = x,logic,implication,2,"['logic', 'implication']"
math_215,девять плюс девять равно восемнадцать,1001 + 1001 = 10010,math,addition,1,"['arithmetic', 'addition']"
math_587,шесть умножить на десять равно шестьдесят,110 * 1010 = 111100,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_1429,"если c равно b, то b равно c",c = b . → . b = c,logic,implication,2,"['logic', 'implication']"
logic_984,y равно z,y = z,logic,equality,1,"['logic', 'equality']"
comp_396,шестнадцать больше два,10000 > 10,comparison,больше,1,"['comparison', 'inequality']"
math_431,восемь плюс семь равно пятнадцать,1000 + 111 = 1111,math,addition,1,"['arithmetic', 'addition']"
math_780,четырнадцать минус девять равно пять,1110 - 1001 = 101,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_1372,x равно z,x = z,logic,equality,1,"['logic', 'equality']"
logic_1443,"для всех y, если y принадлежит Rea, то y принадлежит Num",∧ y . y ∈ Rea . → . y ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
logic_541,"если a равно b, то b равно a",a = b . → . b = a,logic,implication,2,"['logic', 'implication']"
logic_721,b является элементом множества Rea,b ∈ Rea,logic,membership,2,"['logic', 'membership']"
logic_285,"если x равно y, то y равно x",x = y . → . y = x,logic,implication,2,"['logic', 'implication']"
logic_400,"если y равно a, то a равно y",y = a . → . a = y,logic,implication,2,"['logic', 'implication']"
math_849,шесть умножить на семь равно сорок два,110 * 111 = 101010,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_329,"существует a такой, что a принадлежит Num",∨ a . a ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
comp_203,восемь больше или равно семь,1000 ≥ 111,comparison,больше или равно,1,"['comparison', 'inequality']"
comp_24,два меньше или равно шестнадцать,10 ≤ 10000,comparison,меньше или равно,1,"['comparison', 'inequality']"
math_794,девять минус один равно восемь,1001 - 1 = 1000,math,subtraction,1,"['arithmetic', 'subtraction']"
comp_18,десять меньше или равно четырнадцать,1010 ≤ 1110,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_1202,"существует y такой, что y принадлежит Rat",∨ y . y ∈ Rat,logic,quantifier,3,"['logic', 'quantifier']"
logic_83,b является элементом множества Int,b ∈ Int,logic,membership,2,"['logic', 'membership']"
logic_97,c равно x,c = x,logic,equality,1,"['logic', 'equality']"
comp_242,восемнадцать больше или равно семь,10010 ≥ 111,comparison,больше или равно,1,"['comparison', 'inequality']"
logic_591,"для всех a, если a принадлежит Num, то a принадлежит Rea",∧ a . a ∈ Num . → . a ∈ Rea,logic,quantifier,3,"['logic', 'quantifier']"
comp_100,пятнадцать меньше или равно восемнадцать,1111 ≤ 10010,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_261,a равно y,a = y,logic,equality,1,"['logic', 'equality']"
math_22,шесть плюс двенадцать равно восемнадцать,110 + 1100 = 10010,math,addition,1,"['arithmetic', 'addition']"
logic_1050,"если b равно a, то a равно b",b = a . → . a = b,logic,implication,2,"['logic', 'implication']"
comp_477,одиннадцать больше или равно два,1011 ≥ 10,comparison,больше или равно,1,"['comparison', 'inequality']"
math_10,тринадцать минус десять равно три,1101 - 1010 = 11,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_1190,b равно a,b = a,logic,equality,1,"['logic', 'equality']"
math_1011,десять умножить на десять равно сто,1010 * 1010 = 1100100,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_331,"для всех x, если x принадлежит Rat, то x принадлежит Rea",∧ x . x ∈ Rat . → . x ∈ Rea,logic,quantifier,3,"['logic', 'quantifier']"
comp_12,пятнадцать больше один,1111 > 1,comparison,больше,1,"['comparison', 'inequality']"
math_1163,шесть плюс семь равно тринадцать,110 + 111 = 1101,math,addition,1,"['arithmetic', 'addition']"
comp_453,один меньше двенадцать,1 < 1100,comparison,меньше,1,"['comparison', 'inequality']"
logic_1111,a равно y,a = y,logic,equality,1,"['logic', 'equality']"
math_1058,девять плюс четырнадцать равно двадцать три,1001 + 1110 = 10111,math,addition,1,"['arithmetic', 'addition']"
logic_1464,"если z равно b, то b равно z",z = b . → . b = z,logic,implication,2,"['logic', 'implication']"
math_3,семь умножить на десять равно семьдесят,111 * 1010 = 1000110,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_977,a является элементом множества Num,a ∈ Num,logic,membership,2,"['logic', 'membership']"
math_850,пятнадцать минус десять равно пять,1111 - 1010 = 101,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_250,"существует a такой, что a принадлежит Num",∨ a . a ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
math_1211,тринадцать минус два равно одиннадцать,1101 - 10 = 1011,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_593,"существует b такой, что b принадлежит Pri",∨ b . b ∈ Pri,logic,quantifier,3,"['logic', 'quantifier']"
logic_566,c является элементом множества Rea,c ∈ Rea,logic,membership,2,"['logic', 'membership']"
logic_558,"существует b такой, что b принадлежит Com",∨ b . b ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
logic_1484,"существует x такой, что x принадлежит Num",∨ x . x ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
math_34,двенадцать умножить на один равно двенадцать,1100 * 1 = 1100,math,multiplication,1,"['arithmetic', 'multiplication']"
math_1203,два плюс девять равно одиннадцать,10 + 1001 = 1011,math,addition,1,"['arithmetic', 'addition']"
logic_432,b равно y,b = y,logic,equality,1,"['logic', 'equality']"
logic_245,y является элементом множества Rat,y ∈ Rat,logic,membership,2,"['logic', 'membership']"
logic_290,"для всех a, если a принадлежит Rea, то a принадлежит Num",∧ a . a ∈ Rea . → . a ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
comp_316,восемнадцать больше или равно шестнадцать,10010 ≥ 10000,comparison,больше или равно,1,"['comparison', 'inequality']"
logic_957,y равно z,y = z,logic,equality,1,"['logic', 'equality']"
logic_954,z равно c,z = c,logic,equality,1,"['logic', 'equality']"
math_856,два плюс шесть равно восемь,10 + 110 = 1000,math,addition,1,"['arithmetic', 'addition']"
logic_573,"если a равно y, то y равно a",a = y . → . y = a,logic,implication,2,"['logic', 'implication']"
math_386,пятнадцать плюс девять равно двадцать четыре,1111 + 1001 = 11000,math,addition,1,"['arithmetic', 'addition']"
logic_925,x равно y,x = y,logic,equality,1,"['logic', 'equality']"
logic_453,z равно a,z = a,logic,equality,1,"['logic', 'equality']"
logic_1100,"существует x такой, что x принадлежит Com",∨ x . x ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
math_528,три плюс девять равно двенадцать,11 + 1001 = 1100,math,addition,1,"['arithmetic', 'addition']"
comp_204,одиннадцать меньше или равно тринадцать,1011 ≤ 1101,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_64,"если z равно b, то b равно z",z = b . → . b = z,logic,implication,2,"['logic', 'implication']"
math_537,один умножить на шесть равно шесть,1 * 110 = 110,math,multiplication,1,"['arithmetic', 'multiplication']"
math_615,двенадцать делить на три равно четыре,1100 / 11 = 100,math,division,1,"['arithmetic', 'division']"
comp_398,тринадцать меньше семнадцать,1101 < 10001,comparison,меньше,1,"['comparison', 'inequality']"
comp_128,один меньше или равно шестнадцать,1 ≤ 10000,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_1282,"для всех c, если c принадлежит Num, то c принадлежит Rea",∧ c . c ∈ Num . → . c ∈ Rea,logic,quantifier,3,"['logic', 'quantifier']"
logic_1315,c равно a,c = a,logic,equality,1,"['logic', 'equality']"
math_637,одиннадцать минус шесть равно пять,1011 - 110 = 101,math,subtraction,1,"['arithmetic', 'subtraction']"
comp_376,восемь меньше пятнадцать,1000 < 1111,comparison,меньше,1,"['comparison', 'inequality']"
logic_1118,b равно c,b = c,logic,equality,1,"['logic', 'equality']"
math_299,шесть плюс три равно девять,110 + 11 = 1001,math,addition,1,"['arithmetic', 'addition']"
logic_670,z является элементом множества Pri,z ∈ Pri,logic,membership,2,"['logic', 'membership']"
logic_27,z равно b,z = b,logic,equality,1,"['logic', 'equality']"
logic_893,y является элементом множества Rat,y ∈ Rat,logic,membership,2,"['logic', 'membership']"
math_393,восемь плюс два равно десять,1000 + 10 = 1010,math,addition,1,"['arithmetic', 'addition']"
math_1028,один плюс пять равно шесть,1 + 101 = 110,math,addition,1,"['arithmetic', 'addition']"
math_569,одиннадцать минус пять равно шесть,1011 - 101 = 110,math,subtraction,1,"['arithmetic', 'subtraction']"
math_828,восемь умножить на два равно шестнадцать,1000 * 10 = 10000,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_260,"если a равно b, то b равно a",a = b . → . b = a,logic,implication,2,"['logic', 'implication']"
comp_62,шесть меньше девять,110 < 1001,comparison,меньше,1,"['comparison', 'inequality']"
math_1081,четырнадцать минус десять равно четыре,1110 - 1010 = 100,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_891,c равно a,c = a,logic,equality,1,"['logic', 'equality']"
logic_878,x равно y,x = y,logic,equality,1,"['logic', 'equality']"
logic_804,a является элементом множества Rea,a ∈ Rea,logic,membership,2,"['logic', 'membership']"
comp_427,четыре меньше или равно шестнадцать,100 ≤ 10000,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_1303,"существует b такой, что b принадлежит Pri",∨ b . b ∈ Pri,logic,quantifier,3,"['logic', 'quantifier']"
math_218,семь плюс три равно десять,111 + 11 = 1010,math,addition,1,"['arithmetic', 'addition']"
logic_460,"для всех y, если y принадлежит Com, то y принадлежит Rat",∧ y . y ∈ Com . → . y ∈ Rat,logic,quantifier,3,"['logic', 'quantifier']"
logic_842,"если z равно y, то y равно z",z = y . → . y = z,logic,implication,2,"['logic', 'implication']"
logic_430,a равно b,a = b,logic,equality,1,"['logic', 'equality']"
comp_481,одиннадцать меньше или равно пятнадцать,1011 ≤ 1111,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_850,c равно a,c = a,logic,equality,1,"['logic', 'equality']"
math_568,четыре умножить на пятнадцать равно шестьдесят,100 * 1111 = 111100,math,multiplication,1,"['arithmetic', 'multiplication']"
comp_70,шестнадцать больше пять,10000 > 101,comparison,больше,1,"['comparison', 'inequality']"
logic_956,"если c равно z, то z равно c",c = z . → . z = c,logic,implication,2,"['logic', 'implication']"
math_905,тринадцать минус двенадцать равно один,1101 - 1100 = 1,math,subtraction,1,"['arithmetic', 'subtraction']"
math_838,тринадцать плюс пятнадцать равно двадцать восемь,1101 + 1111 = 11100,math,addition,1,"['arithmetic', 'addition']"
math_420,четыре умножить на восемь равно тридцать два,100 * 1000 = 100000,math,multiplication,1,"['arithmetic', 'multiplication']"
math_391,девять умножить на восемь равно семьдесят два,1001 * 1000 = 1001000,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_504,a равно z,a = z,logic,equality,1,"['logic', 'equality']"
logic_118,"если c равно a, то a равно c",c = a . → . a = c,logic,implication,2,"['logic', 'implication']"
math_593,пятнадцать умножить на четыре равно шестьдесят,1111 * 100 = 111100,math,multiplication,1,"['arithmetic', 'multiplication']"
math_90,три минус один равно два,11 - 1 = 10,math,subtraction,1,"['arithmetic', 'subtraction']"
math_863,четырнадцать минус одиннадцать равно три,1110 - 1011 = 11,math,subtraction,1,"['arithmetic', 'subtraction']"
math_158,десять плюс три равно тринадцать,1010 + 11 = 1101,math,addition,1,"['arithmetic', 'addition']"
logic_913,"если y равно z, то z равно y",y = z . → . z = y,logic,implication,2,"['logic', 'implication']"
logic_1047,a равно c,a = c,logic,equality,1,"['logic', 'equality']"
logic_1040,"для всех y, если y принадлежит Pri, то y принадлежит Rat",∧ y . y ∈ Pri . → . y ∈ Rat,logic,quantifier,3,"['logic', 'quantifier']"
logic_451,"если y равно b, то b равно y",y = b . → . b = y,logic,implication,2,"['logic', 'implication']"
math_244,семь минус шесть равно один,111 - 110 = 1,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_778,a равно b,a = b,logic,equality,1,"['logic', 'equality']"
comp_389,три меньше или равно девять,11 ≤ 1001,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_105,"существует y такой, что y принадлежит Rat",∨ y . y ∈ Rat,logic,quantifier,3,"['logic', 'quantifier']"
logic_871,c является элементом множества Num,c ∈ Num,logic,membership,2,"['logic', 'membership']"
logic_294,"если x равно a, то a равно x",x = a . → . a = x,logic,implication,2,"['logic', 'implication']"
math_1061,шесть плюс семь равно тринадцать,110 + 111 = 1101,math,addition,1,"['arithmetic', 'addition']"
logic_1094,"если x равно a, то a равно x",x = a . → . a = x,logic,implication,2,"['logic', 'implication']"
math_42,восемь плюс четыре равно двенадцать,1000 + 100 = 1100,math,addition,1,"['arithmetic', 'addition']"
logic_401,"если z равно y, то y равно z",z = y . → . y = z,logic,implication,2,"['logic', 'implication']"
logic_513,"если y равно x, то x равно y",y = x . → . x = y,logic,implication,2,"['logic', 'implication']"
math_818,шесть плюс девять равно пятнадцать,110 + 1001 = 1111,math,addition,1,"['arithmetic', 'addition']"
logic_840,b является элементом множества Rea,b ∈ Rea,logic,membership,2,"['logic', 'membership']"
logic_1251,z равно b,z = b,logic,equality,1,"['logic', 'equality']"
logic_668,"если b равно c, то c равно b",b = c . → . c = b,logic,implication,2,"['logic', 'implication']"
math_483,семь умножить на два равно четырнадцать,111 * 10 = 1110,math,multiplication,1,"['arithmetic', 'multiplication']"
math_348,четыре плюс два равно шесть,100 + 10 = 110,math,addition,1,"['arithmetic', 'addition']"
comp_309,четырнадцать меньше или равно девятнадцать,1110 ≤ 10011,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_247,y является элементом множества Num,y ∈ Num,logic,membership,2,"['logic', 'membership']"
math_1195,шесть умножить на семь равно сорок два,110 * 111 = 101010,math,multiplication,1,"['arithmetic', 'multiplication']"
math_379,десять минус два равно восемь,1010 - 10 = 1000,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_748,"если x равно z, то z равно x",x = z . → . z = x,logic,implication,2,"['logic', 'implication']"
math_713,одиннадцать плюс одиннадцать равно двадцать два,1011 + 1011 = 10110,math,addition,1,"['arithmetic', 'addition']"
math_442,двенадцать плюс восемь равно двадцать,1100 + 1000 = 10100,math,addition,1,"['arithmetic', 'addition']"
math_754,двенадцать минус семь равно пять,1100 - 111 = 101,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_1243,x является элементом множества Num,x ∈ Num,logic,membership,2,"['logic', 'membership']"
math_467,пять плюс десять равно пятнадцать,101 + 1010 = 1111,math,addition,1,"['arithmetic', 'addition']"
math_804,двенадцать минус шесть равно шесть,1100 - 110 = 110,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_354,"существует z такой, что z принадлежит Int",∨ z . z ∈ Int,logic,quantifier,3,"['logic', 'quantifier']"
comp_458,десять больше или равно семь,1010 ≥ 111,comparison,больше или равно,1,"['comparison', 'inequality']"
comp_492,девять больше или равно девять,1001 ≥ 1001,comparison,больше или равно,1,"['comparison', 'inequality']"
logic_787,"если x равно z, то z равно x",x = z . → . z = x,logic,implication,2,"['logic', 'implication']"
comp_188,два меньше пять,10 < 101,comparison,меньше,1,"['comparison', 'inequality']"
comp_38,десять больше пять,1010 > 101,comparison,больше,1,"['comparison', 'inequality']"
logic_1363,b является элементом множества Num,b ∈ Num,logic,membership,2,"['logic', 'membership']"
math_1024,десять умножить на десять равно сто,1010 * 1010 = 1100100,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_1095,"существует z такой, что z принадлежит Num",∨ z . z ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
math_512,восемь умножить на семь равно пятьдесят шесть,1000 * 111 = 111000,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_1097,x равно b,x = b,logic,equality,1,"['logic', 'equality']"
math_1086,пятнадцать плюс шесть равно двадцать один,1111 + 110 = 10101,math,addition,1,"['arithmetic', 'addition']"
math_184,три плюс два равно пять,11 + 10 = 101,math,addition,1,"['arithmetic', 'addition']"
logic_356,"для всех x, если x принадлежит Rea, то x принадлежит Pri",∧ x . x ∈ Rea . → . x ∈ Pri,logic,quantifier,3,"['logic', 'quantifier']"
comp_32,двадцать больше или равно семнадцать,10100 ≥ 10001,comparison,больше или равно,1,"['comparison', 'inequality']"
math_844,четыре плюс четыре равно восемь,100 + 100 = 1000,math,addition,1,"['arithmetic', 'addition']"
logic_177,a является элементом множества Rea,a ∈ Rea,logic,membership,2,"['logic', 'membership']"
logic_756,z является элементом множества Int,z ∈ Int,logic,membership,2,"['logic', 'membership']"
comp_48,девять больше три,1001 > 11,comparison,больше,1,"['comparison', 'inequality']"
comp_258,девять больше восемь,1001 > 1000,comparison,больше,1,"['comparison', 'inequality']"
logic_1296,"если c равно a, то a равно c",c = a . → . a = c,logic,implication,2,"['logic', 'implication']"
